AMD Ryzen 7 PRO 4700G,11880
AMD Ryzen 5 5600G,11863
AMD Ryzen 7 4700GE,11833
AMD Ryzen AI 5 340,11812
Intel Core Ultra 7 258V,11805
AMD Ryzen 5 PRO 230,11804
Intel Xeon W-2150B,11793
AMD Ryzen 7 PRO 4750G,11787
Intel Core i7-10700KF,11787
Intel Xeon w3-2425,11780
AMD EPYC 3451,11771
Intel Core i9-9900KS,11738
AMD Ryzen 7 5800HS,11737
Intel Core i7-11800H,11726
Intel Xeon Gold 6244,11722
AMD Ryzen AI 5 PRO 340,11718
Intel Core i7-1360P,11716
Intel Core i5-12400,11711
Intel Xeon Silver 4309Y,11705
Intel Core i9-7900X,11678
Intel Xeon W-1350,11675
Intel Core i5-1350P,11671
Intel Xeon W-1270E,11608
Intel Core i9-11900T,11599
Intel Xeon E5-2690 v4,11585
AMD EPYC 7281,11584
Intel Xeon E5-2698 v3,11564
Intel Xeon W-11865MRE,11553
Intel Core 5 210H,11550
AMD Ryzen 7 5800H,11532
Intel Core i5-1340PE,11518
Intel Xeon E5-2682 v4,11518
AMD Ryzen 9 5900HS,11515
Intel Core i7-10700K,11507
Intel Xeon E-2356G,11498
AMD Ryzen 7 7445HS,11488
Intel Xeon W-2245,11463
Intel Xeon Silver 4216,11445
Intel Core Ultra 5 225U,11442
Intel Core i5-1250PE,11440
Intel Xeon W-1270P,11428
Intel Xeon Silver 4509Y,11423
Intel Core Ultra 5 236V,11416
AMD Ryzen 5 5500GT,11404
Intel Core Ultra 5 238V,11402
Intel Core i7-1265UL,11396
Intel Xeon W-3225,11369
AMD EPYC 7262,11366
Intel Xeon E7-8880 v3,11365
Intel Core Ultra 5 226V,11350
Intel Xeon E5-2686 v4,11349
AMD Ryzen 9 4900H,11348
AMD Ryzen 5 PRO 7545U,11314
AMD Ryzen 5 220,11292
AMD Ryzen 5 5600F,11261
Intel Xeon D-2187NT,11254
AMD Ryzen 5 7540U,11225
Intel Core i5-11600,11175
Intel Core i5-12450HX,11175
AMD EPYC 7252,11160
Intel Xeon E5-2697 v3,11150
Intel Core i5-1340P,11145
AMD Ryzen 7 Pro 7735U,11128
AMD Ryzen 5 6600H,11127
Intel Core Ultra 7 255U,11122
Intel Core Ultra 7 265U,11111
AMD Ryzen Embedded V2748,11108
AMD Ryzen 5 5500,11106
Intel Xeon D-1736NT,11104
AMD Ryzen 7 PRO 4750GE,11092
AMD Ryzen 5 8540U,11089
Intel Core i9-9900KF,11068
Intel Core i3-1320PRE,11063
AMD Ryzen 5 PRO 6650H,10995
Intel Core 3 100HL,10955
AMD EPYC 4124P,10931
AMD Ryzen 7 PRO 7730U,10931
Intel Xeon E5-2695 v4,10924
AMD Ryzen 5 PRO 5650GE,10917
Intel Xeon W-1270,10907
Intel Xeon Silver 4214R,10894
Intel Xeon W-11555MRE,10889
AMD Ryzen 5 PRO 5655GE,10867
Intel Core i7-9800X,10864
Intel Xeon W-11855M,10856
AMD Ryzen 5 5600GE,10853
Intel Core i5-12600T,10851
AMD Ryzen 9 4900HS,10844
Intel Core Ultra 5 228V,10833
AMD Ryzen 5 PRO 215,10829
Intel Core i7-1370PE,10802
Intel Core Ultra 5 235U,10796
Intel Xeon E5-2686 v3,10779
Intel Xeon Gold 5120T,10775
Intel Xeon W-1290T,10767
Intel Atom P5362,10762
Intel Xeon Gold 6234,10760
Intel Xeon Gold 5120,10749
Intel Xeon E5-2687W v4,10740
AMD Ryzen 5 7535HS,10713
AMD Ryzen 5 3600XT,10688
Intel Xeon E-2378,10684
AMD EPYC 7203,10676
AMD EPYC 7232P,10673
AMD Ryzen 5 6600HS,10672
Intel Core i5-13420H,10670
AMD Ryzen 7 4800H,10655
Intel Core i5-11500B,10635
Intel Core i5-11500,10627
Intel Core Ultra 5 125U,10583
Intel Xeon E5-2683 v4,10579
Intel Xeon Gold 6126,10577
Intel Xeon D-1848TER,10559
Intel Core i7-7820X,10553
AMD Ryzen 5 PRO 7540U,10531
AMD Ryzen 5 3600X,10508
Intel Xeon E-2278G,10507
Intel Core Ultra 7 165U,10481
Intel Core Ultra 5 135U,10479
Intel Xeon W-2145,10461
Intel Xeon Gold 6144,10451
Intel Core i7-1270PE,10428
AMD Ryzen 7 4800HS,10425
AMD Ryzen 7 5800U,10387
Intel Core i7-1270P,10343
AMD Ryzen 5 4400G,10341
Intel Core i7-1260P,10330
Intel Core i9-9900K,10324
AMD Ryzen 7 4850U,10311
AMD Ryzen 7 2700X,10291
Intel Xeon E-2288G,10289
Intel Xeon E7-4809 v2,10260
Intel Core i7-10700,10258
Intel Xeon Silver 4214Y,10242
AMD Ryzen 7 PRO 2700X,10220
Intel Xeon Silver 4214,10202
AMD Ryzen 5 6600U,10199
Intel Core i5-1240P,10183
Intel Xeon 6325P,10183
Intel Core i5-12500T,10174
AMD Ryzen 5 7535U,10159
Intel Xeon Gold 5215,10156
Intel Xeon E5-2695 v3,10150
AMD Ryzen 7 PRO 5850U,10108
Intel Xeon E5-4650 v4,10106
Intel Xeon E-2336,10097
Intel Xeon D-2733NT,10094
Intel Xeon W-2140B,10094
Intel Xeon E5-4669 v3,10077
Intel Core i3-1220PE,10058
Intel Xeon Gold 5117,10042
Intel Core i7-10700E,10020
AMD Ryzen 7 5825U,10009
Intel Core i5-12450H,10007
Intel Core i5-11400F,9992
Intel Xeon E5-2689 v4,9982
Intel Core 5 120U,9951
Intel Core i7-6950X,9949
Intel Xeon E-2278GE,9937
Intel Xeon W-11865MLE,9913
AMD Ryzen 7 4800U,9889
Intel Xeon Gold 5118,9883
Intel Xeon W-3223,9881
Intel Xeon w3-2423,9863
AMD Ryzen Threadripper 1900X,9856
AMD Ryzen 7 7730U,9841
AMD Ryzen 7 Extreme Edition,9840
Intel Xeon Silver 5217,9800
Intel Xeon E5-2690 v3,9791
AMD Ryzen 5 PRO 6650U,9759
Intel Xeon D-1746TER,9754
Intel Core Ultra 7 155U,9753
AMD Ryzen 5 PRO 4655G,9751
Intel Core i9-10900T,9741
Intel Core i5-11400,9738
Intel Core i5-11500H,9737
Intel Core i5-12400T,9721
AMD Ryzen 5 Pro 7535U,9710
Intel Core i7-10700F,9697
Intel Xeon W-10885M,9669
AMD Ryzen 5 PRO 4650G,9666
Intel Xeon D-1726,9661
AMD Ryzen 5 4500,9653
Intel Core Ultra 5 332,9637
AMD Ryzen 5 4600G,9631
Intel Core i7-11600H,9623
Intel Core i5-12500TE,9618
AMD Ryzen 5 3600,9617
Intel Xeon Gold 5217,9611
Intel Xeon Gold 6134,9605
Intel Core i5-11260H,9586
Intel Core i3-14100F,9582
Intel Core i9-10980HK,9582
Intel Xeon E5-4660 v4,9577
AMD Ryzen 5 4600GE,9575
AMD Ryzen 5 7430U,9574
Intel Core i5-1245UL,9566
Intel Core i7-11700T,9544
AMD Ryzen Embedded V2718,9540
Intel Core i5-11400H,9481
Intel Xeon Silver 4210R,9469
Intel Xeon Silver 4116T,9459
Intel Core i3-14100,9431
Intel Xeon E-2286M,9416
Intel Xeon D-2166NT,9408
Intel Core 7 250U,9402
Intel Xeon E-2434,9402
Intel Xeon Gold 5115,9395
Intel Xeon E5-2660 v4,9377
AMD Ryzen 7 PRO 5875U,9374
Intel Xeon Silver 4116,9371
Intel Core i9-9900,9345
Intel Core 7 150U,9332
Intel Xeon E5-2680 v4,9305
Intel Xeon D-1733NT,9249
Intel Xeon E5-1681 v3,9232
AMD Ryzen 5 PRO 4650GE,9216
AMD Ryzen 5 7530U,9200
AMD Ryzen 5 7533HS,9190
Intel Xeon E5-2683 v3,9189
AMD Ryzen 7 2700,9167
AMD Ryzen 5 5560U,9162
Intel Core i3-13100F,9132
Intel Xeon E5-2680 v3,9094
Intel Core i7-6900K,9047
AMD Ryzen 5 5600H,9046
Intel Xeon W-1290TE,9033
Intel Core i3-1220P,9019
AMD Ryzen 7 5700U,9015
Intel Core i3-12300,9010
AMD Ryzen 7 PRO 1700X,9005
Intel Core i5-11600T,8999
Intel Core 3 201E,8972
Intel Xeon E5-2678 v3,8945
Intel Core i9-9980HK,8923
AMD Ryzen 5 PRO 4400GE,8915
AMD Ryzen 7 1800X,8897
Intel Core i7-10875H,8887
AMD Ryzen 7 PRO 4750U,8880
Intel Xeon E5-2687W v3,8876
Intel Core 5 220U,8871
Intel Core i5-1345U,8833
AMD Ryzen 7 2700E,8832
Intel Xeon D-1732TE,8832
AMD Ryzen 5 5625U,8831
Intel Core i9-10900TE,8820
Intel Core i7-9700K,8814
Intel Xeon E5-4667 v3,8790
Intel Core i7-1355U,8777
AMD Ryzen 7 5825C,8774
Intel Core i7-9700KF,8772
Intel Core i3-13100,8769
AMD Ryzen 3 PRO 8300G,8762
Intel Core i7-10870H,8740
AMD Ryzen 3 PRO 8300GE,8733
Intel Core i9-10885H,8718
Intel Core i5-1335U,8717
Intel Core i5-10600K,8711
Intel Core i3-12100F,8707
Intel Core i7-8086K,8676
Intel Core i9-10880H,8666
AMD Ryzen 5 4600HS,8647
Intel Core i5-10600KF,8633
Intel Core i7-1365U,8621
AMD Ryzen 5 5600U,8582
AMD Ryzen 7 1700X,8572
Intel Core i5-1240U,8570
Intel Xeon W-2235,8568
Intel Core i3-13100E,8551
Intel Xeon E-2374G,8550
AMD Ryzen 5 PRO 5650U,8545
Intel Xeon E5-2666 v3,8532
AMD Ryzen 5 PRO 5675U,8529
AMD EPYC 7251,8521
Intel Xeon W-1250P,8518
Intel Xeon E5-4660 v3,8517
Intel Xeon D-1823NT,8517
Intel Xeon W-1250,8507
Intel Xeon E5-2658A v3,8506
Intel Core i3-14100T,8489
AMD Ryzen 3 8300G,8484
AMD Ryzen 5 7535H,8476
Intel Xeon Silver 4215,8466
Intel Xeon E5-2658 v4,8461
AMD Ryzen 3 PRO 5355G,8456
AMD Ryzen 5 PRO 7530U,8448
AMD Ryzen 5 PRO 4655GE,8445
AMD EPYC 7301,8445
Intel Xeon W-1270TE,8442
Intel Core i3-12100E,8431
Intel Xeon Silver 4210,8430
Intel Xeon W-2135,8430
Intel Xeon E5-1680 v4,8426
Intel Core i7-10700TE,8413
AMD Ryzen AI 5 430,8412
Intel Xeon E-2286G,8356
Intel Xeon Silver 4123,8351
AMD Ryzen Embedded V3C18I,8350
AMD Ryzen 7 PRO 1700,8326
AMD Ryzen 3 PRO 5350G,8308
Intel Xeon E5-2658 v3,8294
Intel Xeon E5-2670 v3,8294
Intel Xeon E-2276G,8292
AMD Ryzen 5 4600H,8291
Intel Core i7-1260U,8271
Intel Xeon E5-1680 v3,8263
AMD EPYC 3251,8259
Intel Core i7-1265U,8257
Intel Core i5-1334U,8253
Intel Xeon E-2246G,8250
Intel Xeon E5-2667 v4,8247
Intel Core i5-10600,8218
AMD Ryzen 7 PRO 2700,8216
Intel Xeon D-1581,8205
Intel Xeon E5-2696 v2,8202
Intel Xeon Silver 4215R,8198
Intel Xeon E-2236,8197
Intel Core i7-9700F,8197
Intel Xeon E5-2673 v3,8194
Intel Core Ultra 5 134U,8186
AMD Ryzen 3 8300GE,8176
Intel Core i5-10500,8162
Intel Core i7-9700,8162
Intel Atom P5342,8151
Intel Xeon E5-2650 v4,8146
Intel Core i5-11400T,8143
AMD Ryzen 9 5900H,8141
AMD Ryzen 3 210,8137
Intel Core i3-12300T,8134
Intel Xeon E5-2697 v2,8098
Intel Xeon E5-4627 v4,8078
Intel Core 3 100U,8069
Intel Core i9-9880H,8066
Intel Core i5-1245U,8063
Intel Core i7-10700T,8043
AMD Ryzen 5 PRO 2600,8033
Intel Xeon E5-2690 v2,8022
Intel Xeon E-2176G,8014
Intel Xeon E-2186G,8014
Intel Xeon E5-2650L v4,8011
AMD Ryzen 7 1700,8008
Intel Xeon D-1587,7999
Intel Xeon E5-2660 v3,7987
Intel Core i7-8700K,7984
Intel Core Ultra 5 115U,7955
Intel Core i9-9900T,7950
AMD Ryzen Embedded V2516,7940
Intel Core i5-11500T,7937
AMD Ryzen 5 3500X,7931
Intel Core i3-13100T,7924
Intel Core i7-7800X,7916
Intel Core Ultra 7 164U,7902
Intel Core i5-1235U,7900
AMD Ryzen 3 7440U,7894
AMD Ryzen 3 5300G,7863
AMD Ryzen 5 4600U,7855
AMD Ryzen 5 2600X,7853
Intel Core i7-5960X,7851
Intel Xeon E-2146G,7839
Intel Xeon E5-1660 v4,7838
Intel Xeon W-1250E,7828
Intel Core i7-1255U,7827
Intel Core i7-9700E,7822
Intel Xeon E5-2695 v2,7820
Intel Xeon Silver 4114,7818
Intel Xeon E-2136,7812
AMD Ryzen 3 5300GE,7769
Intel Core i3-12100T,7755
Intel Xeon E5-2676 v3,7745
Intel Xeon E5-1660 v3,7719
Intel Core i3-12100,7712
AMD Ryzen 5 3500,7703
AMD Ryzen 3 PRO 5355GE,7690
AMD Ryzen AI 5 330,7687
AMD Ryzen 5 2600,7685
Intel Xeon E5-2673 v2,7666
Intel Xeon E5-2675 v3,7646
Intel Xeon E5-2640 v4,7645
AMD Ryzen 5 1600X,7644
Intel Xeon E5-1680 v2,7623
Intel Xeon W-10855M,7622
AMD Ryzen 7 4700U,7619
AMD Ryzen 3 PRO 5350GE,7606
Intel Xeon E5-2667 v3,7590
Intel Xeon E5-2680 v2,7589
Intel Xeon E-2334,7573
Intel Xeon Gold 6128,7548
Intel Xeon D-2143IT,7546
AMD Ryzen 3 7335U,7544
Intel Xeon E5-2685 v3,7495
Intel Xeon E-2278GEL,7488
Intel Core i5-10505,7487
AMD Ryzen 3 PRO 7330U,7480
AMD Ryzen 5 7235HS,7467
Intel Xeon E-2414,7441
AMD Ryzen 5 2600E,7440
AMD Ryzen 5 5500U,7425
Intel Xeon D-2141I,7403
AMD Ryzen 3 Pro 7335U,7392
Intel Core i5-1335UE,7382
Intel Xeon W-2133,7381
Intel Core i3-1320PE,7381
Intel Core i5-10400,7347
Intel Xeon E5-2618L v4,7343
Intel Core i3-11100HE,7337
Intel Xeon E5-2663 v3,7336
AMD Ryzen 3 PRO 210,7325
Intel Core i5-10400F,7317
Intel Xeon 6315P,7301
Intel Xeon E5-2687W v2,7284
Intel Core 5 211TE,7279
AMD Ryzen 5 PRO 4650U,7268
Intel Xeon E5-2649 v3,7265
Intel Core i7-8700,7263
Intel Core i7-8700B,7243
Intel Core i5-10600T,7238
Intel Xeon E5-2667 v2,7213
AMD Ryzen 3 8440U,7206
Intel Core i7-10850H,7198
Intel Core i7-11370H,7193
Intel Xeon E5-2650L v3,7191
Intel Xeon E5-2650 v3,7167
Intel Xeon E5-4628L v4,7165
Intel Xeon W-11555MLE,7155
Intel Xeon E5-2692 v2,7126
AMD Ryzen Embedded V3C14,7118
AMD Ryzen 3 3300X,7097
Intel Core i5-10500E,7081
Intel Core i3-11100B,7073
AMD Ryzen Z2 Go,7068
Intel Core i5-1345URE,7067
Intel Xeon E-2276M,7045
Intel Core i7-1250U,7031
Intel Core i7-1365URE,7030
AMD Ryzen Embedded V2546,7022
Intel Xeon E7-4870 v2,7021
Intel Core i3-13100TE,7007
Intel Xeon Bronze 3508U,7007
Intel Core i7-6850K,7000
Intel Xeon E5-2630 v4,6994
Intel Core i3-1315U,6973
Intel Xeon E5-2648L v4,6917
Intel Xeon Silver 4209T,6902
AMD Ryzen 5 5500H,6895
Intel Core i5-1230U,6890
Intel Core 7 160UL,6879
Intel Xeon E5-2618L v3,6873
Intel Core i7-10750H,6871
Intel Xeon Silver 4208,6852
Intel Xeon E5-4650 v2,6818
AMD Ryzen 5 PRO 1600,6806
Intel Core i7-11375H,6804
Intel Xeon E5-4655 v4,6797
AMD Ryzen 3 5425U,6785
Intel Xeon E5-1650 v4,6778
AMD Ryzen 3 4300GE,6770
Intel Xeon E5-4627 v3,6767
Intel Core i7-9850H,6766
Intel Core i5-11320H,6752
Intel Core i7-1365UE,6746
AMD Ryzen 5 1600,6745
Intel Xeon D-2146NT,6738
Intel Xeon E-2176M,6732
Intel Xeon E-2226G,6729
Intel Xeon E-2186M,6721
AMD EPYC 7261,6718
AMD Ryzen 3 PRO 5475U,6714
Intel Xeon D-1577,6698
Intel Core i5-9600KF,6687
AMD Ryzen 3 4100,6658
Intel Xeon E5-4657L v2,6649
Intel Xeon E5-2670 v2,6639
AMD Ryzen 3 5400U,6633
Intel Core i7-6800K,6603
AMD Ryzen 3 PRO 4350GE,6591
AMD Ryzen 3 PRO 4200GE,6586
Intel Core 5 120UL,6577
Intel Xeon E5-4650 v3,6565
Intel Xeon E5-2643 v4,6562
Intel Xeon E5-2640 v3,6551
Intel Core i3-12100TE,6547
Intel Core 3 N355,6529
AMD Ryzen 3 PRO 4200G,6527
Intel Xeon E5-2628L v4,6518
AMD Ryzen 3 PRO 4350G,6514
Intel Core i5-9600K,6512
AMD Ryzen 3 PRO 5450U,6510
Intel Xeon W-2225,6488
Intel Core i5-10500H,6482
Intel Core i7-9750HF,6481
Intel Xeon E5-4640 v3,6461
Intel Xeon E-2324G,6440
Intel Xeon E5-1650 v3,6440
AMD Ryzen 3 3100,6430
Intel Xeon E7-4850 v2,6415
Intel Xeon E5-2470 v2,6412
Intel Core i3-10325,6410
Intel Core i7-5930K,6407
Intel Core Ultra 3 105UL,6407
Intel Core i7-1265UE,6400
Intel Core i3-1215U,6385
Intel Xeon D-1567,6362
Intel Core i5-11300H,6347
Intel Core i7-9750H,6347
Intel Xeon E5-2630 v3,6330
Intel Core i9-8950HK,6311
Intel Xeon E5-2658 v2,6301
Intel Core i7-8700T,6297
AMD Ryzen 3 7330U,6296
Intel Xeon E-2126G,6292
Intel Xeon E5-1660 v2,6288
Intel Xeon E7-4820 v3,6278
Intel Xeon E5-2630L v4,6271
AMD Ryzen Z2 A,6255
Intel Xeon E5-2648L v3,6248
Intel Xeon E5-2643 v3,6244
Intel Xeon E-2226GE,6244
Intel Core i7-9700T,6234
Intel Xeon Silver 4109T,6220
Intel Core i3-10320,6213
Intel Core i5-10500T,6211
Intel Core i7-9850HE,6210
Intel Xeon Bronze 3408U,6210
Intel Core i7-1185G7E,6196
Intel Xeon Silver 4110,6188
Intel Core i5-8600K,6166
Intel Core i5-9600,6162
Intel Xeon E5-4620 v3,6150
Intel Xeon E-2274G,6123
Intel Core i7-5820K,6120
Intel Xeon E5-2660 v2,6109
AMD Ryzen 3 4300G,6100
Intel Core i7-11390H,6092
Intel Core i5-9500TE,6088
AMD Ryzen 5 40,6075
Intel Xeon D-1718T,6060
Intel Xeon E5-2687W,6060
Intel Core i7-9700TE,6053
Intel Core i5-1155G7,6032
Intel Core i7-8850H,6029
Intel Xeon E5-2628L v3,6028
Intel Core i7-1195G7,6022
Intel Xeon E-2234,6019
Intel Core i7-1185G7,5993
Intel Core i5-9500,5983
Intel Core i3-N305,5964
Intel Xeon E-2174G,5950
Intel Xeon E3-1285 v6,5949
Intel Core i5-8600,5944
Intel Xeon E-2244G,5936
Intel Core i7-4960X,5927
Intel Core i5-10400T,5924
Intel Xeon W-2125,5923
Intel Xeon E5-2690,5906
Intel Xeon D-1541,5902
Intel Core i5-1245UE,5901
Intel Core i5-9500F,5891
Intel Core i5-1345UE,5885
Intel Core i3-1210U,5879
Intel Xeon E5-4620 v2,5870
Intel Xeon E5-2650 v2,5868
Intel Atom x7809C,5861
Intel Core i7-8750H,5832
Intel Xeon E5-2689,5831
Intel Core i7-7740X,5827
Intel Xeon Gold 5222,5827
Intel Xeon E-2134,5826
Intel Core i7-4930K,5815
AMD Ryzen 5 PRO 3350GE,5809
Intel Xeon D-1540,5801
Intel Xeon E5-1650 v2,5799
Intel Xeon D-1557,5783
Intel Core i3-1125G4,5777
Intel Core i7-10710U,5766
Intel Core i7-7700K,5765
Intel Core i3-1315UE,5763
Intel Core i5-9400F,5758
Intel Core i3-10305,5737
Intel Core i5-8400B,5722
Intel Core i7-1068NG7,5720
Intel Core i5-8500,5716
Intel Xeon E5-4627 v2,5709
AMD Ryzen 3 PRO 4450U,5696
Intel Xeon E5-2629 v3,5693
Intel Xeon E5-2620 v4,5688
Intel Core i5-9600T,5682
Intel Pentium Gold 8505,5672
Intel Xeon D-1715TER,5670
Intel Core i5-9400,5670
Intel Core i5-9500E,5669
AMD Ryzen 3 5300U,5668
Intel Core i5-1145G7,5665
Intel Xeon E5-4648 v3,5644
AMD Ryzen 5 4500U,5641
Intel Core i7-1165G7,5619
Intel Core i3-1315URE,5614
Intel Xeon E5-2651 v2,5600
Intel Xeon E-2144G,5600
Intel Core i5-1135G7,5598
Intel Xeon W-1250TE,5577
Intel Core i5-1145G7E,5566
Intel Core i3-10300,5557
Intel Xeon Silver 4108,5544
Intel Core i3-10105F,5544
Intel Xeon E5-2643 v2,5541
Intel Core i5-8500B,5534
Intel Xeon E5-2680,5531
AMD Ryzen 5 2500X,5524
Intel Core i5-10500TE,5521
Intel Xeon E5-4655 v3,5517
Intel Core i5-8400,5502
AMD Ryzen 5 PRO 3350G,5492
Intel Core i5-8600T,5481
Intel Xeon E3-1275 v6,5477
AMD Ryzen 5 3350GE,5451
AMD Ryzen 5 PRO 3400G,5446
Intel Xeon E3-1280 v6,5445
AMD Ryzen 5 7520U,5437
Intel Core i7-3970X,5427
Intel Xeon E5-2450 v2,5427
Intel Xeon E5-2670,5395
Intel Atom C5125,5376
Intel Xeon E3-1270 v6,5366
Intel Core i3-1305U,5363
AMD Ryzen 5 3400G,5360
Intel Xeon D-1548,5353
Intel Core i7-3930K,5346
Intel U300,5330
Intel Xeon E5-4650L,5317
Intel Core i7-6700K,5305
Intel Core i3-10305T,5302
Intel Xeon E5-1650,5299
Intel Xeon W-11155MLE,5295
Intel Xeon E5-1660,5268
Intel Xeon E5-2648L v2,5258
AMD Ryzen 5 PRO 1500,5237
Intel Xeon E3-1585 v5,5236
Intel Xeon Gold 5122,5231
AMD EPYC 3201,5226
Intel Xeon E3-1240 v6,5215
Intel Core i3-10100,5214
Intel Xeon E3-1245 v6,5214
AMD Ryzen 5 3350G,5204
Intel Xeon E5-2630L v3,5198
Intel Core i3-1215UE,5189
Intel Xeon W-2223,5177
AMD Ryzen 3 7320U,5176
Intel Core i5-1140G7,5167
Intel Xeon E5-2628 v3,5157
Intel Core i7-1160G7,5145
AMD Ryzen 5 PRO 2400G,5143
Intel Core i5-10400H,5131
Intel Core i3-10100F,5130
Intel Core i5-1145GRE,5111
Intel Core i5-1038NG7,5108
Intel Core i7-7700,5105
AMD Ryzen 5 1500X,5105
Intel Core i7-8809G,5087
Intel Xeon E-2276ME,5086
Intel Xeon D-1712TR,5079
Intel Core i3-N300,5068
Intel Xeon W-2123,5062
Intel Core i5-10300H,5060
Intel Core i7-3960X,5056
Intel Core i7-8559U,5035
AMD Ryzen 5 3400GE,5031
Intel Core i5-1130G7,5016
Intel Xeon E5-2470,5010
Intel Xeon E5-2665,5006
AMD EPYC 3151,5005
Intel Core i7-10810U,5001
Intel U300E,4995
Intel Xeon E3-1270 v5,4995
Intel Core i5-1035G7,4990
Intel Xeon E3-1275 v5,4977
AMD Athlon Gold PRO 4150GE,4977
Intel Xeon D-2712T,4977
Intel Xeon E5-4650,4966
Intel Xeon E3-1240 v5,4941
AMD Ryzen 3 7320C,4937
AMD Ryzen 5 2400G,4937
Intel Core i5-9500T,4928
AMD Ryzen 7 2800H,4922
Intel Xeon E5-2660,4919
Intel Core i7-9850HL,4918
Intel Core i3-10300T,4917
Intel Core i7-995X,4897
Intel Xeon E3-1230 v6,4889
Intel Core i3-10105,4889
Intel Core i7-4790K,4886
AMD Ryzen 5 7520C,4884
Intel Core i5-9400T,4871
Intel Core i3-10105T,4869
Intel Core i3-1215UL,4869
Intel Xeon D-1559,4869
Intel Core i3-10100E,4869
Intel Core i5-9400H,4859
Intel Xeon E3-1260L v5,4858
Intel Xeon E3-1280 v5,4855
Intel Xeon E-2314,4845
Intel Core i5-10200H,4838
Intel Xeon E5-2620 v3,4837
Intel Xeon E3-1245 v5,4832
Intel Xeon E5-2667,4830
Intel Xeon E3-1285 v4,4823
Intel Xeon D-1813NT,4816
Intel Xeon E3-1230 v5,4813
Intel Core i7-6700,4779
Intel Xeon D-1531,4776
Intel Core i7-8709G,4763
AMD Opteron 6386 SE,4760
Intel Core i3-9350KF,4743
Intel Core i3-9350K,4730
Intel Xeon E3-1285L v4,4721
Intel Xeon E5-2440 v2,4712
Intel Core i5-8259U,4709
AMD Ryzen Embedded V1780B,4700
Intel Core i5-8500T,4700
AMD Ryzen 5 PRO 2400GE,4696
AMD Opteron 6348,4685
Intel Xeon E3-1575M v5,4679
Intel Core i7-1180G7,4663
Intel Core 3 N350,4662
Intel Xeon E3-1535M v6,4639
Intel Xeon E5-2608L v4,4638
Intel Xeon E3-1585L v5,4635
AMD Ryzen 5 PRO 3400GE,4630
AMD Ryzen 5 3550U,4627
Intel Core i7-8706G,4620
Intel Core i7-8705G,4616
Intel Xeon E3-1286 v3,4605
Intel Core i3-10100T,4605
AMD Ryzen V1756B,4604
Intel Core i7-5950HQ,4600
Intel Atom P5322,4596
Intel Xeon E-2224G,4594
Intel Core i7-5775R,4590
Intel Xeon E3-1545M v5,4588
Intel Core i5-8279U,4585
Intel Xeon E5-2630 v2,4584
Intel Core i3-9320,4582
Intel Core i7-1065G7,4579
Intel Core i7-5775C,4577
Intel Core i7-7700T,4574
Intel Xeon E5-2658,4574
Intel Xeon E5-2650L v2,4573
Intel Xeon E3-1565L v5,4562
Intel Xeon E5-1630 v4,4558
Intel Xeon E5-2640 v2,4553
Intel Xeon E3-1270L v4,4550
AMD Ryzen 7 3750H,4547
AMD Ryzen V1807B,4541
Intel Xeon W3690,4538
Intel Core i5-8260U,4535
Intel Core i5-8400H,4526
Intel Core i5-8257U,4519
Intel Core i5-9300HF,4519
Intel Xeon E3-1276 v3,4517
Intel Xeon E3-1281 v3,4512
Intel Xeon E3-1271 v3,4511
Intel Core i5-8300H,4508
AMD Ryzen 7 3780U,4508
Intel Xeon E5-2637 v4,4506
AMD Athlon Gold PRO 3150G,4499
Intel Core i5-9300H,4497
Intel Core i7-7920HQ,4494
Intel Core i5-8400T,4486
Intel Xeon D-1539,4478
Intel Core i5-7640X,4474
Intel Xeon D-1537,4469
Intel Xeon E5-2650,4462
Intel Core i7-7820HK,4462
Intel Xeon E5-1630 v3,4461
AMD Ryzen 3 2300X,4460
Intel Core i5-1035G1,4456
AMD Ryzen 5 2600H,4449
Intel Core i7-8569U,4435
Intel Xeon E5-1620 v4,4429
Intel Core i5-8269U,4428
Intel Core i5-1035G4,4424
Intel Core i7-8557U,4421
Intel Xeon E3-1505M v6,4420
Intel Xeon X5679,4419
Intel Xeon E3-1280 v3,4415
AMD Ryzen 3 4300U,4412
Intel Core i3-9300,4406
Intel Xeon E5-2450,4396
Intel Xeon E-2124G,4396
Intel Core i7-4790,4392
Intel Xeon E3-1535M v5,4388
Intel Xeon E3-1285 v3,4371
Intel Xeon E3-1270 v3,4369
Intel Xeon E-2224,4368
Intel Xeon W3680,4361
Intel Core i7-4771,4359
Intel Xeon D-1667,4355
Intel Xeon E3-1275 v3,4355
AMD Ryzen 5 3550H,4353
Intel Xeon E3-1241 v3,4352
Intel Xeon E3-1246 v3,4352
Intel Xeon E5-4607 v2,4352
AMD Ryzen 5 1400,4350
Intel Core i7-4770K,4345
Intel Core i7-990X,4341
AMD Ryzen 5 2400GE,4333
Intel Xeon E5-2637 v3,4332
Intel Xeon E3-1265L v4,4331
Intel Xeon E3-1286L v3,4316
Intel Xeon E5-2628L v2,4312
Intel Core i7-7820HQ,4308
Intel Core i7-6920HQ,4307
AMD Ryzen 5 3580U,4301
Intel Core i7-980,4294
AMD Ryzen 5 PRO 3550GE,4290
Intel Xeon E5-4640,4286
Intel Core i3-8350K,4283
Intel Xeon E5-4610 v3,4281
Intel Xeon X5690,4281
Intel Core i7-7820EQ,4273
Intel Core i7-4770,4271
Intel Xeon E3-1231 v3,4270
